,Category,Content
698,spam,congrats 2 mobile 3g videophones r yours  call 09063458130 now  videochat wid ur mates  play java games  dload polyph music  noline rentl  bx420  ip4  5we  150p
699,spam,sms auction   a brand new nokia 7250 is up 4 auction today  auction is free 2 join   take part  txt nokia to 86021 now 
700,spam,ree entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18 
701,spam,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had  to claim 4 free reply with claim to this msg  2 stop txt stop
702,spam,spook up your mob with a halloween collection of a logo   pic message plus a free eerie tone  txt card spook to 8007 zed 08701417012150p per logo pic 
703,spam,call germany for only 1 pence per minute  call from a fixed line via access number 0844 861 85 85  no prepayment  direct access  www telediscount co uk
704,spam,you ve won  your 4  costa del sol holiday or  5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  cost 1 50 pm  max10mins
705,spam,had your mobile 11mths   update for free to oranges latest colour camera mobiles   unlimited weekend calls  call mobile upd8 on freefone 08000839402 or 2stoptxt
706,spam,natalja  25 f  is inviting you to be her friend  reply yes 440 or no 440 see her  www sms ac u nat27081980 stop  send stop frnd to 62468
707,spam,private  your 2003 account statement for  fone no  shows 800 un redeemed s  i  m  points  call 08715203656 identifier code  42049 expires 26 10 04
708,spam,you are chosen to receive a  350 award  pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer 
709,spam,someonone you know is trying to contact you via our dating service  to find out who it could be call from your mobile or landline 09064015307 box334sk38ch 
710,spam,urgent  please call 09061213237 from a landline   5000 cash or a 4  holiday await collection  t  cs sae po box 177 m227xy  16 
711,spam,if you don t  your prize will go to another customer  t c at www t c biz 18  150p min polo ltd suite 373 london w1j 6hl please call back if busy 
712,spam,urgent  your mobile number has been awarded with a  2000 prize guaranteed  call 09061790126 from land line  claim 3030  valid 12hrs only 150ppm
713,spam,urgent  you have won a 1 week free membership in our  100 000 prize jackpot  txt the word  claim to no  81010 t c www dbuk net lccltd pobox 4403ldnw1a7rw18
714,spam,urgent  please call 09061213237 from landline   5000 cash or a luxury 4  canary islands holiday await collection  t cs sae po box 177  m227xy  150ppm  16 
715,spam,xmas iscoming   ur awarded either  500 cd gift vouchers   free entry 2 r  100 weekly draw txt music to 87066 tnc www ldew com1win150ppmx3age16subscription 
716,spam,get the official england poly ringtone or colour flag on yer mobile for tonights game  text tone or flag to 84199  optout txt eng stop box39822 w111wx  1 50
717,spam,u r subscribed 2 textcomp 250 wkly comp  1st wk s free question follows  subsequent wks charged 150p msg 2 unsubscribe txt stop 2 84128 custcare 08712405020
718,spam,call 09095350301 and send our girls into erotic ecstacy  just 60p min  to stop texts call 08712460324  nat rate 
719,spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days 
720,spam,a  400 xmas reward is waiting for you  our computer has randomly picked you from our loyal mobile customers to receive a  400 reward  just call 09066380611
721,spam,important message  this is a final contact attempt  you have important messages waiting out our customer claims dept  expires 13 4 04  call 08717507382 now 
722,spam,dating i have had two of these  only started after i sent a text to talk sport radio last week  any connection do you think or coincidence 
723,spam,the current leading bid is 151  to pause this auction send out  customer care  08718726270
724,spam,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800  psp or  250 cash every wk txt great to 80878 http  www gr8prizes com 08715705022
725,spam,you have 1 new message  call 0207 083 6089
726,spam,santa calling  would your little ones like a call from santa xmas eve  call 09058094583 to book your time 
727,spam,you have won a guaranteed 32000 award or maybe even  1000 cash to claim ur award call free on 0800        18    its a legitimat efreefone number wat do u think   
728,spam,latest news  police station toilet stolen  cops have nothing to go on 
729,spam, for the most sparkling shopping breaks from 45 per person  call 0121 2025050 or visit www shortbreaks org uk   
730,spam,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update co free on 08002986906
731,spam,txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop www gamb tv
732,spam,http  tms  widelive com index  wml id 820554ad0a1705572711 first true  c c ringtone  
733,spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth  33 50 only with the scotsman this saturday  to stop go2 notxt co uk
734,spam,urgent  last weekend s draw shows that you have won  1000 cash or a spanish holiday  call now 09050000332 to claim  t c  rstm  sw7 3ss  150ppm
735,spam,urgent we are trying to contact you last weekends draw shows u have won a  1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
736,spam,2p per min to call germany 08448350055 from your bt line  just 2p per min  check planettalkinstant com for info   t s   c s  text stop to opt out
737,spam,marvel mobile play the official ultimate spider man game   4 50  on ur mobile right now  text spider to 83338 for the game   we ll send u a free 8ball wallpaper
738,spam,sms services  for your inclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae
739,spam,private  your 2003 account statement for 07808247860 shows 800 un redeemed s  i  m  points  call 08719899229 identifier code  40411 expires 06 11 04
740,spam,you are awarded a sipix digital camera  call 09061221061 from landline  delivery within 28days  t cs box177  m221bp  2yr warranty  150ppm  16   p p 3 99
741,spam,private  your 2003 account statement for shows 800 un redeemed s i m  points  call 08718738001 identifier code  49557 expires 26 11 04
742,spam,want explicit sex in 30 secs  ring 02073162414 now  costs 20p min gsex pobox 2667 wc1n 3xx
743,spam,asked 3mobile if 0870 chatlines inclu in free mins  india cust servs sed yes  l8er got mega bill  3 dont giv a shit  bailiff due in days  i o  250 3 want  800
744,spam,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records 
745,spam,reminder from o2  to get 2 50 pounds free call credit and details of great offers pls reply 2 this text with your valid name  house no and postcode
746,spam,this is the 2nd time we have tried 2 contact u  u have won the  750 pound prize  2 claim is easy  call 087187272008 now1  only 10p per minute  bt national rate 
